ASHL,ADAL,AVAL
ASHL,ADAL,AVBL
ADAL,AVJR,AVBL
ADAL,RIML,AVBL
ADAL,RIML,AVBR
AVJR,PVCL,AVBL
RIFL,AVJR,AVBL
PVPL,PVCL,AVBR
RIFL,RIML,AVBR
AVKR,SAADL,RIML
RIS,RIML,SMDVL
SAADR,RIML,AVKL
RIS,RIML,AVKL
RIS,RIML,RMDL
SAADL,RIML,AIBL
RIML,SMDDR,AIBL
RIFL,RIML,AVBL
RIML,AIBL,AVBL
AIZL,RIML,AIBL
IL2VL,IL1VL,RIPL
IL2VL,URAVL,RIPL
IL2DL,URADL,RIPL
IL2DL,IL1DL,RIPL
CEPVL,URAVL,RIPL
IL1VL,URAVL,RIPL
CEPVL,IL1VL,RIPL
AQR,PVPL,AVAL
DVC,RIBL,AVAL
ADEL,FLPL,AVAL
ADAR,AVJL,AVBL
PVCR,AVJL,AVBL
RIFR,AVJL,AVBL
AVM,PVCL,AVBL
PVPL,PVCL,AVBL
AQR,PVPL,AVBL
AQR,PVCL,AVBL
ADAR,AIBL,AVBL
ASHL,AIBL,AVBL
ASHL,AIAL,AIBL
ASHL,ADFL,RIAL
ADEL,FLPL,AVAR
ADEL,FLPL,AVDL
ADEL,RIGL,AVEL
DVA,AUAL,AVEL
URXL,RIGL,AVEL
URXL,AUAL,AVEL
RIGL,RIBL,AVEL
OLLL,RIBL,AVER
OLLL,RIBL,SMDVR
DVC,RIGL,RIBL
ADFL,AIZL,RIGL
ADFL,AWBL,AIZL
ADFL,AIZL,SMBDL
ADFL,AIZL,RIR
ADFL,RIR,RIAL
ADFL,AUAL,RIAL
ADFL,AIZL,RIAL
ADFL,AIZL,SMBVL
RIH,AIZL,RIAL
AWAL,AIZL,AWBL
AWAL,AIZL,AIYL
AIZL,AIYL,RIAL
AIZL,AWBL,AIYL
AIZL,ASEL,AIBL
AIZL,AIAL,AIBL
AIZL,RIR,RIAL
URXL,AUAL,RIAL
RIH,RIBL,RIAL
AIYL,RIBL,RIAL
AWAL,AWBL,AIYL
ADLL,ASEL,AIBL
ADLL,AIAL,AIBL
ADLL,AWCL,AIBL
ASGL,AIAL,AIBL
ASIL,ASGL,AIBL
ASIL,AIAL,AIBL
ASIL,AWCR,AIBL
AWCR,AIAL,AIBL
ASKL,AIAL,AIBL
AIML,ASGL,AIAL
ASIL,ASGL,AIAL
PVQL,ASKL,AIAL
ASIL,AWCR,AIAL
ASJL,PVQL,ASKL
URYVL,RIBL,SMDVR
URYVL,RIBL,AVER
CEPDL,URYDL,AVER
CEPVL,OLQVL,RICL
CEPVL,IL1VL,URAVL
CEPVL,IL1VL,RMDDL
AQR,PVPL,PVCL
CEPDL,URBL,RICR
CEPDL,URYDL,RMDVL
CEPDL,IL1DL,RMDVL
CEPDL,OLQDL,RICR
ALNL,SAAVL,SMBDR
RMGL,RMDR,RMDVL
PVT,RMFL,AVKL
URYVL,IL1VL,RMDDL
IL2VL,IL1VL,URAVL
IL2VL,URAVL,RMER
